1, 0.074158
2, 0.199030
3, 0.306337
4, 0.457131
5, 0.586362
6, 0.720025
7, 0.847195
8, 0.969522
9, 1.099507
10, 1.252589
11, 1.371024
12, 1.454358
13, 1.584340
14, 1.710927
15, 1.840018
16, 1.897481
17, 2.015682
18, 2.134158
19, 2.267378
20, 2.384280
21, 2.508155
22, 2.634186
23, 2.762432
24, 2.890112
25, 3.027211
26, 3.144716
27, 3.262256
28, 3.442409
29, 3.569307
30, 3.698860
31, 3.815748
32, 3.919860
